,0,1,0
466,20130104,093000,"['000652', 3.6, 27700.0, 1]"
467,20130104,093000,"['002309', 11.48, 8700.0, 1]"
468,20130104,093000,"['002308', 9.94, 10000.0, 1]"
469,20130104,093000,"['000656', 14.68, 6800.0, 1]"
470,20130104,093000,"['000655', 12.84, 7700.0, 1]"
471,20130104,093000,"['000659', 2.78, 35900.0, 1]"
472,20130104,093000,"['601880', 2.85, 35000.0, 1]"
473,20130104,093000,"['601886', 22.0, 4500.0, 1]"
474,20130104,093000,"['000897', 2.91, 34300.0, 1]"
475,20130104,093000,"['000893', 11.66, 8500.0, 1]"
476,20130104,093000,"['600805', 12.06, 8200.0, 1]"
477,20130104,093000,"['600801', 15.2, 6500.0, 1]"
478,20130104,093000,"['000488', 4.19, 23800.0, 1]"
479,20130104,093000,"['601126', 14.25, 7000.0, 1]"
480,20130107,093000,"['000828', 4.5, 22300.0, 1]"
481,20130107,093000,"['002216', 23.64, 4200.0, 1]"
482,20130107,093000,"['002219', 14.03, 7100.0, 1]"
483,20130107,093000,"['002573', 17.3, 5800.0, 1]"
484,20130107,093000,"['002672', 60.52, 1600.0, 1]"
485,20130107,093000,"['002396', 15.2, 6600.0, 1]"
486,20130107,093000,"['000603', 19.45, 5100.0, 1]"
487,20130107,093000,"['002004', 15.59, 6400.0, 1]"
488,20130107,093000,"['002678', 11.61, 8600.0, 1]"
489,20130107,093000,"['601388', 11.95, 8300.0, 1]"
490,20130107,093000,"['000661', 58.93, 1700.0, 1]"
491,20130107,093000,"['002638', 10.01, 10000.0, 1]"
492,20130107,093000,"['600729', 26.1, 3800.0, 1]"
493,20130107,093000,"['002456', 42.75, 2300.0, 1]"
494,20130107,093000,"['601677', 11.13, 9000.0, 1]"
495,20130107,093000,"['603077', 15.05, 6600.0, 1]"
496,20130107,093000,"['000697', 13.19, 7600.0, 1]"
497,20130107,093000,"['000680', 4.83, 20700.0, 1]"
498,20130107,093000,"['600260', 9.37, 10700.0, 1]"
499,20130107,093000,"['600418', 6.77, 14800.0, 1]"
500,20130107,093000,"['600470', 8.96, 11200.0, 1]"
501,20130107,093000,"['600645', 18.85, 5300.0, 1]"
502,20130107,093000,"['601515', 14.52, 6900.0, 1]"
503,20130107,093000,"['002203', 7.22, 13800.0, 1]"
504,20130107,093000,"['002050', 9.12, 11000.0, 1]"
505,20130107,093000,"['002325', 14.74, 6800.0, 1]"
506,20130107,093000,"['600183', 4.24, 23600.0, 1]"
507,20130107,093000,"['002226', 11.78, 8500.0, 1]"
508,20130107,093000,"['002305', 6.12, 16300.0, 1]"
509,20130107,093000,"['603001', 19.88, 5000.0, 1]"
510,20130107,093000,"['603000', 36.81, 2700.0, 1]"
511,20130107,093000,"['002118', 7.28, 13700.0, 1]"
512,20130107,093000,"['000719', 9.3, 10700.0, 1]"
513,20130107,093000,"['600826', 11.11, 9000.0, 1]"
514,20130107,093000,"['002662', 8.28, 12100.0, 1]"
515,20130107,093000,"['002663', 26.81, 3700.0, 1]"
516,20130107,093000,"['002244', 11.18, 8900.0, 1]"
517,20130107,093000,"['000566', 9.96, 10000.0, 1]"
518,20130107,093000,"['000021', 4.63, 21600.0, 1]"
519,20130107,093000,"['600614', 11.63, 8600.0, 1]"
520,20130107,093000,"['600094', 6.9, 14500.0, 1]"
521,20130107,093000,"['600422', 18.55, 5400.0, 1]"
522,20130107,093000,"['601608', 3.91, 25600.0, 1]"
523,20130107,093000,"['603366', 15.16, 6600.0, 1]"
524,20130107,093000,"['002430', 9.75, 10200.0, 1]"
525,20130107,093000,"['000809', 12.23, 8200.0, 1]"
526,20130107,093000,"['600500', 5.68, 17600.0, 1]"
527,20130107,093000,"['600397', 12.56, 7900.0, 1]"
528,20130107,093000,"['601339', 8.13, 12300.0, 1]"
529,20130107,093000,"['600757', 6.4, 15600.0, 1]"
530,20130107,093000,"[u'000837', 5.55, 18200L, -1]"
531,20130107,093000,"[u'601000', 3.3, 29600L, -1]"
532,20130107,093000,"[u'000963', 33.34, 2900L, -1]"
533,20130107,093100,"[u'002051', 26.8, 3400L, -1]"
534,20130107,093100,"[u'600360', 3.72, 26300L, -1]"
535,20130107,093200,"[u'600507', 4.11, 24600L, -1]"
536,20130107,093300,"[u'002311', 16.51, 5900L, -1]"
537,20130107,093300,"[u'601107', 3.34, 29600L, -1]"
538,20130107,093400,"[u'000158', 3.34, 29500L, -1]"
539,20130107,093400,"[u'600061', 4.24, 22800L, -1]"
540,20130107,093700,"[u'002362', 9.2, 10700L, -1]"
541,20130107,093800,"[u'600575', 6.94, 14000L, -1]"
542,20130107,093800,"[u'002383', 16.01, 5800L, -1]"
543,20130107,095000,"[u'600724', 6.97, 13500L, -1]"
544,20130107,095400,"[u'000539', 5.79, 16900L, -1]"
545,20130107,095600,"[u'600340', 28.05, 3400L, -1]"
546,20130107,100000,"[u'600623', 8.33, 11900L, -1]"
547,20130107,100300,"[u'601588', 3.0, 32300L, -1]"
548,20130107,132400,"[u'000717', 2.29, 42500L, -1]"
549,20130107,134000,"[u'600819', 5.8, 17400L, -1]"
550,20130108,093000,"[u'600332', 22.11, 4900L, -1]"
551,20130108,093100,"[u'600602', 3.5, 28400L, -1]"
552,20130108,093100,"[u'600178', 5.46, 18300L, -1]"
553,20130108,093200,"[u'600789', 4.05, 25100L, -1]"
554,20130108,093200,"[u'000750', 12.42, 8200L, -1]"
555,20130108,093300,"[u'000514', 5.01, 20000L, -1]"
556,20130108,093400,"[u'600277', 5.8, 16700L, -1]"
557,20130108,094500,"[u'600293', 7.01, 14000L, -1]"
558,20130108,095900,"[u'600288', 6.49, 15400L, -1]"
559,20130108,100000,"[u'600107', 7.35, 13200L, -1]"
560,20130108,100200,"[u'000656', 14.94, 6800L, -1]"
561,20130108,100200,"[u'000029', 3.98, 24200L, -1]"
562,20130108,100200,"[u'600653', 2.51, 38900L, -1]"
563,20130108,100400,"[u'000571', 4.87, 20100L, -1]"
564,20130108,101200,"[u'002109', 7.26, 13100L, -1]"
565,20130108,101800,"[u'600033', 2.21, 44600L, -1]"
566,20130108,140600,"[u'600157', 9.7, 10400L, -1]"
567,20130108,143300,"[u'600782', 4.1, 23700L, -1]"
568,20130109,093000,"['002449', 6.73, 14700.0, 1]"
569,20130109,093000,"['002005', 7.12, 13900.0, 1]"
570,20130109,093000,"['600815', 6.68, 14800.0, 1]"
571,20130109,095200,"[u'000597', 6.5, 15800L, -1]"
572,20130109,142000,"[u'600676', 4.14, 23900L, -1]"
573,20130110,093000,"['600184', 21.0, 4700.0, 1]"
574,20130110,093100,"[u'000949', 2.85, 35500L, -1]"
575,20130110,093700,"[u'600707', 5.71, 17400L, -1]"
576,20130110,094200,"[u'600637', 15.82, 6200L, -1]"
577,20130110,103600,"[u'000799', 35.07, 3000L, -1]"
578,20130111,093000,"['600570', 11.77, 8400.0, 1]"
579,20130111,093000,"['000826', 22.64, 4400.0, 1]"
580,20130111,102900,"[u'002075', 3.69, 25900L, -1]"
581,20130111,103500,"[u'000617', 8.3, 12000L, -1]"
582,20130111,132300,"[u'002110', 5.02, 19400L, -1]"
583,20130111,133900,"[u'600569', 2.2, 43400L, -1]"
584,20130114,093000,"['000903', 4.69, 21100.0, 1]"
585,20130117,093000,"['600580', 5.36, 18900.0, 1]"
586,20130122,093000,"['002190', 16.62, 6100.0, 1]"
587,20130128,093000,"['000973', 4.35, 23000.0, 1]"
588,20130208,093000,"['000698', 4.87, 20800.0, 1]"
589,20130218,093000,"['002506', 4.23, 24000.0, 1]"
590,20130220,093000,"['000042', 23.79, 4200.0, 1]"
591,20130220,093000,"['600236', 3.73, 27400.0, 1]"
592,20130308,093000,"['000793', 8.55, 11900.0, 1]"
593,20130319,093000,"['600110', 6.2, 15900.0, 1]"
594,20130326,093000,"['000712', 14.75, 6700.0, 1]"
595,20130411,093000,"['600780', 8.13, 11800.0, 1]"
596,20130502,093000,"['002093', 4.55, 21000.0, 1]"
597,20130702,093000,"['600039', 5.41, 17000.0, 1]"
598,20130702,093000,"['002122', 3.64, 25300.0, 1]"
599,20130702,093000,"['002275', 15.7, 5800.0, 1]"
600,20130702,093000,"['002273', 19.07, 4800.0, 1]"
601,20130702,093000,"['002557', 17.05, 5400.0, 1]"
602,20130702,093000,"['002490', 8.4, 10900.0, 1]"
603,20130702,093000,"['002049', 28.0, 3200.0, 1]"
604,20130702,093000,"['600037', 6.34, 14500.0, 1]"
605,20130702,093000,"['000559', 5.58, 16500.0, 1]"
606,20130702,093000,"['002698', 19.44, 4700.0, 1]"
607,20130702,093000,"['600850', 22.98, 4000.0, 1]"
608,20130702,093000,"['002167', 10.15, 9000.0, 1]"
609,20130702,093000,"['600812', 4.7, 19600.0, 1]"
610,20130702,093000,"['002419', 8.19, 11200.0, 1]"
611,20130702,093000,"['000982', 8.21, 11200.0, 1]"
612,20130702,093000,"['600724', 4.6, 20000.0, 1]"
613,20130702,093000,"['002013', 12.6, 7300.0, 1]"
614,20130702,093000,"['603766', 7.85, 11700.0, 1]"
615,20130702,093000,"['600595', 3.72, 24800.0, 1]"
616,20130702,093000,"['600006', 2.84, 32500.0, 1]"
617,20130702,093000,"['600575', 2.43, 37900.0, 1]"
618,20130702,093000,"['600648', 15.27, 6000.0, 1]"
619,20130702,093000,"['002262', 22.86, 4000.0, 1]"
620,20130702,093000,"['002317', 23.1, 3900.0, 1]"
621,20130702,093000,"['600180', 6.9, 13300.0, 1]"
622,20130702,093000,"['002327', 13.87, 6600.0, 1]"
623,20130702,093000,"['002447', 17.99, 5100.0, 1]"
624,20130702,093000,"['600026', 3.55, 26000.0, 1]"
625,20130702,093000,"['002405', 13.54, 6800.0, 1]"
626,20130702,093000,"['000587', 10.8, 8500.0, 1]"
627,20130702,093000,"['000671', 11.87, 7700.0, 1]"
628,20130702,093000,"['002073', 8.69, 10600.0, 1]"
629,20130702,093000,"['002075', 2.53, 36400.0, 1]"
630,20130702,093000,"['601929', 6.5, 14200.0, 1]"
631,20130702,093000,"['002503', 11.08, 8300.0, 1]"
632,20130702,093000,"['600456', 12.12, 7600.0, 1]"
633,20130702,093000,"['601233', 5.1, 18100.0, 1]"
634,20130702,093000,"['600490', 9.6, 9600.0, 1]"
635,20130702,093000,"['600841', 14.75, 6200.0, 1]"
636,20130702,093000,"['601000', 2.85, 32300.0, 1]"
637,20130702,093000,"['002287', 17.44, 5200.0, 1]"
638,20130702,093000,"['002701', 29.35, 3100.0, 1]"
639,20130702,093000,"['600401', 5.76, 16000.0, 1]"
640,20130702,093000,"['600277', 6.26, 14700.0, 1]"
641,20130702,093000,"['600507', 3.69, 25000.0, 1]"
642,20130702,093000,"['601588', 2.95, 31200.0, 1]"
643,20130702,093000,"['601216', 9.08, 10100.0, 1]"
644,20130702,093000,"['002635', 46.17, 1900.0, 1]"
645,20130702,093000,"['600770', 6.06, 15200.0, 1]"
646,20130702,094900,"[u'600961', 5.68, 31500L, -1]"
647,20130702,100900,"[u'600866', 3.52, 50200L, -1]"
648,20130703,093000,"[u'600597', 14.75, 13400L, -1]"
649,20130703,093000,"[u'600290', 3.97, 45600L, -1]"
650,20130703,093200,"[u'000682', 2.51, 70500L, -1]"
651,20130703,093400,"[u'000755', 3.48, 52000L, -1]"
652,20130703,093400,"[u'600475', 9.37, 19700L, -1]"
653,20130703,094000,"[u'000301', 2.66, 67900L, -1]"
654,20130703,094200,"[u'600386', 6.0, 30600L, -1]"
655,20130703,094400,"[u'600226', 4.96, 37500L, -1]"
656,20130703,101500,"[u'002244', 8.2, 24200L, -1]"
657,20130703,102200,"[u'000554', 3.67, 49200L, -1]"
658,20130703,103000,"[u'000936', 3.3, 54300L, -1]"
659,20130703,110300,"[u'600824', 4.45, 41400L, -1]"
660,20130703,110600,"[u'002294', 32.51, 6100L, -1]"
661,20130703,110600,"[u'600300', 4.29, 41200L, -1]"
662,20130703,110600,"[u'002506', 2.71, 66200L, -1]"
663,20130704,093000,"[u'002242', 6.05, 31600L, -1]"
664,20130704,093000,"[u'002450', 29.4, 6600L, -1]"
665,20130705,094900,"[u'000893', 13.31, 14300L, -1]"
666,20130705,111300,"[u'000826', 34.35, 6100L, -1]"
667,20130708,093100,"[u'600644', 7.18, 26500L, -1]"
668,20130709,093000,"['600335', 11.7, 7800.0, 1]"
669,20130709,093000,"[u'600725', 3.05, 51500L, -1]"
670,20130808,102200,"[u'600328', 6.45, 25700L, -1]"
671,20131217,093000,"['000688', 5.87, 15200.0, 1]"
672,20131217,093000,"['600699', 14.7, 6100.0, 1]"
673,20131217,093000,"['000413', 18.01, 4900.0, 1]"
674,20131217,093000,"['002271', 26.2, 3400.0, 1]"
675,20131217,093000,"['002493', 8.5, 10500.0, 1]"
676,20131217,093000,"['000921', 12.28, 7300.0, 1]"
677,20131217,093000,"['002572', 19.76, 4500.0, 1]"
678,20131217,093000,"['000669', 31.48, 2800.0, 1]"
679,20131217,093000,"['002416', 19.89, 4500.0, 1]"
680,20131217,093000,"['002378', 17.74, 5000.0, 1]"
681,20131217,093000,"['000552', 10.68, 8400.0, 1]"
682,20131217,093000,"['002251', 13.26, 6700.0, 1]"
683,20131217,093000,"['002690', 38.17, 2300.0, 1]"
684,20131217,093000,"['002371', 20.1, 4400.0, 1]"
685,20131217,093000,"['600125', 5.74, 15600.0, 1]"
686,20131217,093000,"['600894', 11.81, 7500.0, 1]"
687,20131217,093000,"['000030', 6.53, 13700.0, 1]"
688,20131217,093000,"['002092', 5.45, 16400.0, 1]"
689,20131217,093000,"['000977', 44.19, 2000.0, 1]"
690,20131217,093000,"['601718', 2.84, 31500.0, 1]"
691,20131217,093000,"['600280', 13.45, 6600.0, 1]"
692,20131217,093000,"['600508', 10.14, 8800.0, 1]"
693,20131217,093000,"['600320', 3.68, 24300.0, 1]"
694,20131217,093000,"['000409', 13.25, 6700.0, 1]"
695,20131217,093000,"['002221', 10.98, 8100.0, 1]"
696,20131217,093000,"['000422', 7.02, 12700.0, 1]"
697,20131217,093000,"['600300', 4.71, 19000.0, 1]"
698,20131217,093000,"['000049', 65.66, 1300.0, 1]"
699,20131217,093000,"['002400', 33.33, 2600.0, 1]"
700,20131217,093000,"['002368', 31.46, 2800.0, 1]"
701,20131217,093000,"['600587', 57.0, 1500.0, 1]"
702,20131217,093000,"['600392', 21.82, 4100.0, 1]"
703,20131217,093000,"['600881', 4.08, 21900.0, 1]"
704,20131217,093000,"['600885', 16.54, 5400.0, 1]"
705,20131217,093000,"['000799', 14.63, 6100.0, 1]"
706,20131217,093000,"['601965', 12.75, 7000.0, 1]"
707,20131217,093000,"['600120', 13.03, 6800.0, 1]"
708,20131217,093000,"['002588', 35.78, 2500.0, 1]"
709,20131217,093000,"['000780', 4.93, 18100.0, 1]"
710,20131217,093000,"['601566', 13.83, 6400.0, 1]"
711,20131217,093000,"['600640', 20.24, 4400.0, 1]"
712,20131217,093000,"['002153', 45.17, 1900.0, 1]"
713,20131217,093000,"['000969', 7.69, 11600.0, 1]"
714,20131217,093000,"['000788', 13.15, 6800.0, 1]"
715,20131217,093000,"['600132', 16.39, 5400.0, 1]"
716,20131217,093000,"['600754', 16.34, 5400.0, 1]"
717,20131217,093000,"['002508', 40.49, 2200.0, 1]"
718,20131217,093200,"[u'002456', 46.11, 3800L, -1]"
719,20131217,094200,"[u'600633', 33.5, 5300L, -1]"
720,20131217,100800,"[u'000503', 20.23, 8400L, -1]"
721,20131217,102400,"[u'000659', 2.73, 62100L, -1]"
722,20131217,102700,"[u'002129', 19.16, 8900L, -1]"
723,20131217,110700,"[u'000918', 2.88, 63800L, -1]"
724,20131219,103300,"[u'000400', 30.45, 5900L, -1]"
725,20140124,093000,"['002266', 9.17, 9500.0, 1]"
726,20140617,093000,"['002128', 6.78, 11900.0, 1]"
727,20140617,093000,"['002311', 10.84, 7400.0, 1]"
728,20140617,093000,"['002358', 24.95, 3200.0, 1]"
729,20140617,093000,"['000596', 18.15, 4400.0, 1]"
730,20140617,093000,"['600967', 11.91, 6800.0, 1]"
731,20140617,093000,"['601012', 13.95, 5800.0, 1]"
732,20140617,093000,"['600811', 5.25, 15400.0, 1]"
733,20140617,093000,"['000703', 7.14, 11300.0, 1]"
734,20140617,093000,"['600859', 16.48, 4900.0, 1]"
735,20140617,093000,"['600536', 21.94, 3600.0, 1]"
736,20140617,093000,"['002595', 45.4, 1700.0, 1]"
737,20140617,093000,"['002714', 40.98, 1900.0, 1]"
738,20140617,093000,"['002431', 17.19, 4700.0, 1]"
739,20140617,093000,"['002018', 8.5, 9500.0, 1]"
740,20140617,093000,"['600160', 5.13, 15800.0, 1]"
741,20140617,093000,"['600389', 31.29, 2500.0, 1]"
742,20140617,093000,"['600266', 7.12, 11300.0, 1]"
743,20140617,093000,"['601369', 5.9, 13700.0, 1]"
744,20140617,093000,"['601717', 4.96, 16300.0, 1]"
745,20140617,093000,"['600432', 15.2, 5300.0, 1]"
746,20140617,093000,"['601099', 6.18, 13100.0, 1]"
747,20140617,093000,"['002052', 8.89, 9100.0, 1]"
748,20140617,093000,"['600187', 4.73, 17100.0, 1]"
749,20140617,093000,"['600201', 31.71, 2500.0, 1]"
750,20140617,093000,"['000528', 5.9, 13700.0, 1]"
751,20140617,093000,"['000933', 3.64, 22200.0, 1]"
752,20140617,093000,"['600694', 26.21, 3000.0, 1]"
753,20140617,093000,"['600823', 8.53, 9500.0, 1]"
754,20140617,093000,"['600582', 9.04, 8900.0, 1]"
755,20140617,093000,"['600970', 6.85, 11800.0, 1]"
756,20140617,093000,"['600971', 5.37, 15100.0, 1]"
757,20140617,093000,"['002032', 13.7, 5900.0, 1]"
758,20140617,093000,"['600997', 4.39, 18400.0, 1]"
759,20140617,093000,"['002244', 5.93, 13600.0, 1]"
760,20140617,093000,"['002242', 10.18, 7900.0, 1]"
761,20140617,093000,"['600803', 11.96, 6700.0, 1]"
762,20140617,093000,"['603555', 11.76, 6800.0, 1]"
763,20140617,093000,"['601101', 5.5, 14700.0, 1]"
764,20140617,093000,"['600175', 5.97, 13500.0, 1]"
765,20140617,093000,"['002705', 14.02, 5700.0, 1]"
766,20140617,093000,"['600528', 4.68, 17300.0, 1]"
767,20140617,093000,"['600398', 9.36, 8600.0, 1]"
768,20140617,093000,"['002155', 7.24, 11200.0, 1]"
769,20140617,093000,"['600566', 23.4, 3400.0, 1]"
770,20140617,093000,"['600169', 2.81, 28800.0, 1]"
771,20140617,093000,"[u'600223', 3.5, 46500L, -1]"
772,20140617,093400,"[u'600589', 5.0, 32200L, -1]"
773,20140617,093500,"[u'600063', 2.35, 69600L, -1]"
774,20140617,093700,"[u'002470', 19.0, 8400L, -1]"
775,20140617,093900,"[u'600470', 5.74, 28100L, -1]"
776,20140617,094000,"[u'600308', 2.67, 60300L, -1]"
777,20140617,094400,"[u'002292', 33.9, 4600L, -1]"
778,20140617,094500,"[u'002410', 26.01, 6200L, -1]"
779,20140617,100000,"[u'600581', 3.65, 43300L, -1]"
780,20140617,102400,"[u'600269', 2.75, 58600L, -1]"
781,20140617,143800,"[u'000413', 8.06, 20200L, -1]"
782,20140617,144300,"[u'000608', 3.78, 42500L, -1]"
783,20140619,093000,"['000693', 25.3, 3200.0, 1]"
784,20140619,133400,"[u'600499', 18.85, 9100L, -1]"
785,20140702,093000,"['002069', 14.78, 5400.0, 1]"
786,20140723,101700,"[u'002638', 15.93, 11400L, -1]"
787,20140924,093000,"['002551', 24.93, 3300.0, 1]"
788,20141010,095800,"[u'002252', 41.73, 4800L, -1]"
789,20141216,093000,"['600259', 50.72, 1600.0, 1]"
790,20141216,093000,"['600216', 11.54, 7300.0, 1]"
791,20141216,093000,"['000519', 15.33, 5500.0, 1]"
792,20141216,093000,"['600317', 5.36, 15700.0, 1]"
793,20141216,093000,"['000681', 25.11, 3300.0, 1]"
794,20141216,093000,"['600219', 8.36, 10000.0, 1]"
795,20141216,093000,"['300059', 35.5, 2300.0, 1]"
796,20141216,093000,"['002390', 21.5, 3900.0, 1]"
797,20141216,093000,"['000555', 44.92, 1800.0, 1]"
798,20141216,093000,"['000748', 36.0, 2300.0, 1]"
799,20141216,093000,"['300088', 18.63, 4500.0, 1]"
800,20141216,093000,"['002299', 13.79, 6100.0, 1]"
801,20141216,093000,"['000961', 11.27, 7400.0, 1]"
802,20141216,093000,"['601872', 5.05, 16700.0, 1]"
803,20141216,093000,"['600895', 11.66, 7200.0, 1]"
804,20141216,093000,"['000012', 8.91, 9400.0, 1]"
805,20141216,093000,"['300168', 45.0, 1800.0, 1]"
806,20141216,093000,"['300202', 32.86, 2500.0, 1]"
807,20141216,093000,"['000758', 13.9, 6000.0, 1]"
808,20141216,093000,"['600433', 12.32, 6800.0, 1]"
809,20141216,093000,"['002106', 14.48, 5800.0, 1]"
810,20141216,093000,"['300147', 19.87, 4200.0, 1]"
811,20141216,093000,"['600062', 22.61, 3700.0, 1]"
812,20141216,093000,"['000656', 14.56, 5700.0, 1]"
813,20141216,093000,"['600376', 7.25, 11600.0, 1]"
814,20141216,093000,"['002665', 45.1, 1800.0, 1]"
815,20141216,093000,"['002174', 51.21, 1600.0, 1]"
816,20141216,093000,"['002030', 23.53, 3500.0, 1]"
817,20141216,093000,"['000062', 18.7, 4500.0, 1]"
818,20141216,093000,"['002505', 7.8, 10800.0, 1]"
819,20141216,093000,"['603005', 45.5, 1800.0, 1]"
820,20141216,093000,"['002240', 26.56, 3100.0, 1]"
821,20141216,093000,"['300273', 24.98, 3300.0, 1]"
822,20141216,093000,"['002727', 47.81, 1700.0, 1]"
823,20141216,093000,"['600098', 8.6, 9800.0, 1]"
824,20141216,093000,"['002269', 12.63, 6600.0, 1]"
825,20141216,093000,"['601001', 8.8, 9500.0, 1]"
826,20141216,093000,"['603328', 26.11, 3200.0, 1]"
827,20141216,093000,"['601666', 5.55, 15200.0, 1]"
828,20141216,093000,"['300115', 19.77, 4200.0, 1]"
829,20141216,093000,"['600546', 5.55, 15200.0, 1]"
830,20141216,093000,"['603369', 28.8, 2900.0, 1]"
831,20141216,093000,"['300134', 43.1, 1900.0, 1]"
832,20141216,093000,"['300039', 14.61, 5700.0, 1]"
833,20141216,093000,"[u'600570', 64.7, 2900L, -1]"
834,20141216,093000,"[u'601616', 5.81, 30600L, -1]"
835,20141216,093100,"[u'600963', 5.42, 30900L, -1]"
836,20141216,093100,"[u'600479', 16.77, 10300L, -1]"
837,20141216,093200,"[u'000518', 6.14, 28100L, -1]"
838,20141216,093300,"[u'002154', 8.65, 20700L, -1]"
839,20141216,093300,"[u'002153', 90.62, 2200L, -1]"
840,20141216,093300,"[u'000759', 8.37, 20500L, -1]"
841,20141216,093900,"[u'002534', 23.7, 7100L, -1]"
842,20141216,094600,"[u'600723', 7.96, 21400L, -1]"
843,20141216,094600,"[u'600449', 12.03, 13800L, -1]"
844,20141216,100100,"[u'000935', 7.15, 23100L, -1]"
845,20141216,102300,"[u'600094', 8.1, 21400L, -1]"
846,20141217,093000,"['300144', 29.85, 2800.0, 1]"
847,20141217,100400,"[u'600038', 40.18, 3900L, -1]"
848,20141217,101100,"[u'002447', 15.6, 11200L, -1]"
849,20141217,132800,"[u'000559', 15.51, 10700L, -1]"
850,20141218,093000,"['300253', 80.0, 1000.0, 1]"
851,20141218,093000,"['600499', 18.88, 4400.0, 1]"
852,20141219,093000,"['000718', 6.63, 12700.0, 1]"
853,20141219,093900,"[u'600139', 13.79, 11200L, -1]"
854,20141222,093900,"[u'000987', 24.19, 17600L, -1]"
855,20141223,093100,"[u'002190', 34.18, 3100L, -1]"
856,20150129,093000,"[u'000627', 10.3, 43800L, -1]"
857,20150319,100500,"[u'002152', 32.68, 8400L, -1]"
858,20150616,093000,"['002466', 86.3, 1200.0, 1]"
859,20150616,093000,"['300043', 20.61, 5300.0, 1]"
860,20150616,093000,"['601139', 13.95, 7900.0, 1]"
861,20150616,093000,"['601226', 22.03, 5000.0, 1]"
862,20150616,093000,"['600617', 25.96, 4200.0, 1]"
863,20150616,093000,"['603699', 33.49, 3200.0, 1]"
864,20150616,093000,"['603899', 47.5, 2300.0, 1]"
865,20150616,093000,"['601005', 7.3, 15100.0, 1]"
866,20150616,093000,"['002143', 37.1, 2900.0, 1]"
867,20150616,093000,"['300072', 37.6, 2900.0, 1]"
868,20150616,093000,"['300267', 38.01, 2900.0, 1]"
869,20150616,093000,"['600498', 35.02, 3100.0, 1]"
870,20150616,100500,"[u'000927', 11.72, 18900L, -1]"
871,20150617,101100,"[u'002505', 10.4, 18500L, -1]"
872,20150619,093000,"['000582', 26.08, 4100.0, 1]"
873,20150706,093000,"[u'002123', 16.3, 6400L, -1]"
874,20151215,093000,"['600074', 15.07, 6800.0, 1]"
875,20151215,093000,"['002568', 42.99, 2300.0, 1]"
876,20151215,093000,"['600022', 3.02, 34000.0, 1]"
877,20151215,093000,"['300182', 21.34, 4800.0, 1]"
878,20151215,093000,"['300122', 38.45, 2600.0, 1]"
879,20151215,093000,"['002085', 35.72, 2800.0, 1]"
880,20151215,093000,"['002180', 44.16, 2300.0, 1]"
881,20151215,093000,"['300085', 65.86, 1500.0, 1]"
882,20151215,093000,"['002505', 7.33, 14000.0, 1]"
883,20151215,093000,"['603567', 53.64, 1900.0, 1]"
884,20151215,093000,"['603025', 40.49, 2500.0, 1]"
885,20151215,093500,"[u'600737', 15.21, 14500L, -1]"
886,20151216,093000,"[u'000962', 15.19, 14400L, -1]"
887,20151218,103100,"[u'002069', 13.72, 15200L, -1]"
888,20160614,093000,"['000727', 6.34, 15300.0, 1]"
889,20160614,093000,"['002589', 27.95, 3400.0, 1]"
890,20160614,093000,"['600053', 32.39, 2900.0, 1]"
891,20160614,093000,"['002002', 17.38, 5500.0, 1]"
892,20160614,093000,"['002410', 12.3, 7800.0, 1]"
893,20160614,093000,"['002699', 34.37, 2800.0, 1]"
894,20160614,093000,"['002261', 12.84, 7500.0, 1]"
895,20160614,093000,"['002353', 19.85, 4800.0, 1]"
896,20160614,093000,"['000983', 6.89, 14000.0, 1]"
897,20160614,093000,"['002038', 28.76, 3300.0, 1]"
898,20160614,093000,"['002375', 10.8, 8900.0, 1]"
899,20160614,093000,"['002512', 19.08, 5000.0, 1]"
900,20160614,093000,"['600166', 5.35, 18100.0, 1]"
901,20160614,093000,"['600623', 18.72, 5100.0, 1]"
902,20160614,093000,"['300287', 11.2, 8600.0, 1]"
903,20160614,093000,"['000878', 9.69, 10000.0, 1]"
904,20160614,093000,"['603198', 22.61, 4200.0, 1]"
905,20160614,093000,"['601155', 8.97, 10800.0, 1]"
906,20160614,093000,"['300001', 20.58, 4700.0, 1]"
907,20160614,093000,"['000400', 14.25, 6800.0, 1]"
908,20160614,093000,"['002131', 16.19, 5900.0, 1]"
909,20160614,093000,"['000937', 5.04, 19200.0, 1]"
910,20160614,093000,"['600682', 25.57, 3700.0, 1]"
911,20160614,093000,"['002310', 21.6, 4400.0, 1]"
912,20160614,093000,"['000810', 16.18, 5900.0, 1]"
913,20160614,093000,"['000158', 13.1, 7400.0, 1]"
914,20160614,093000,"['601699', 6.07, 15900.0, 1]"
915,20160614,093000,"['002268', 31.68, 3000.0, 1]"
916,20160614,093000,"['000581', 19.03, 5100.0, 1]"
917,20160614,093000,"['002602', 19.2, 5000.0, 1]"
918,20160614,093000,"['002366', 52.48, 1800.0, 1]"
919,20160614,093000,"['002074', 38.0, 2500.0, 1]"
920,20160614,093000,"['002624', 36.41, 2600.0, 1]"
921,20160614,093000,"['600633', 14.23, 6800.0, 1]"
922,20160614,093000,"['002640', 15.58, 6200.0, 1]"
923,20160614,093000,"['002426', 23.46, 4100.0, 1]"
924,20160614,093000,"['000008', 11.32, 8500.0, 1]"
925,20160614,093000,"['600687', 16.11, 6000.0, 1]"
926,20160614,093000,"['300032', 16.57, 5800.0, 1]"
927,20160614,093000,"['600565', 6.33, 15300.0, 1]"
